CourseID,CourseName,Credits,TotalSeats,DaysMet,StartTime,EndTime,ProfName,Prerequisites
HIST143A,WORLD HISTORY I,3,40,MWF,8:00:00,8:50:00,"Graham, Mark",
HIST144A,WORLD HISTORY II,3,35,MWF,9:00:00,9:50:00,"Baker, Elizabeth",
HIST201A,HISTORIOGRAPHY,3,15,TR,13:00:00,14:15:00,"Trueman, Carl",
HIST204A,HIST/PHIL FOUNDATIONS OF EDUCATION,3,30,MWF,13:00:00,13:50:00,"Edwards, Jason",
HIST212A,MODERN EUROPE,3,25,MWF,13:00:00,13:50:00,"Baker, Elizabeth",
HIST253A,UNITED STATES HISTORY SURVEY,3,32,MWF,12:00:00,12:50:00,"Edwards, Jason",
HIST261A,BRITISH HIST TO 1781,3,25,TR,10:05:00,11:20:00,"Harp, Gillis",
HIST262A,BRITISH HIST SINCE 1781,3,30,TR,10:05:00,11:20:00,"Baker, Elizabeth",
HIST283A,HISTORY OF US TO 1865,3,40,MWF,10:00:00,10:50:00,"Harp, Gillis",
HIST285A,HISTORY OF U.S. SINCE 1865,3,40,MWF,9:00:00,9:50:00,"Harp, Gillis",
HIST290A,STUDY: PUBLIC HISTORY,3,30,TR,13:00:00,14:15:00,"Baker, Elizabeth",
HIST317A,CONSTITUTIONAL HISTORY U.S. I,3,3,TR,13:00:00,14:15:00,"Verbois, Caleb",
HIST318A,CONSTITUTIONAL HISTORY U.S. II,3,3,TR,13:00:00,14:15:00,"Verbois, Caleb",
HIST337A,GLOBAL MILITARY HISTORY I,3,24,TR,11:30:00,12:45:00,"Mitchell, Andrew",
HIST346A,BYZANTIUM & ISLAM,3,20,MWF,11:00:00,11:50:00,"Graham, Mark",
HIST349A,AMER RELIGIOUS HISTORY,3,30,MWF,9:00:00,9:50:00,"Kemeny, Paul",
HIST357A,MINORITIES IN AMER HIST,3,20,TR,13:00:00,14:15:00,"Harp, Gillis",
HIST376A,ALEXANDER THE GREAT/HELLEN WORLD,3,20,MWF,11:00:00,11:50:00,"Graham, Mark",
HIST378A,"FOOD AND FEASTING, WEST TRADITION",3,15,TR,14:30:00,15:45:00,"Mitchell, Andrew",
HIST379A,AMER INTELLECTUAL HIST,3,15,M,14:00:00,16:30:00,"Harp, Gillis",
HIST390A,STUDY: HISTORY OF VIETNAM,3,20,TR,8:00:00,9:15:00,"Mitchell, Andrew",
HIST390B,STUDY: HISTORY OF MODERN FRANCE,3,30,TR,10:05:00,11:20:00,"Mitchell, Andrew",
HIST400A,SENIOR RESEARCH SEMINAR,3,12,M,14:00:00,16:30:00,"Graham, Mark",
HIST410A,SEMINAR IN CLASSICAL & CHRISTIAN ED,3,10,MWF,12:00:00,12:50:00,"Edwards, Jason",
HUMA102A,CIV/BIBLICAL REVELATION,3,32,MWF,12:00:00,12:50:00,"Moeller, Julie",
HUMA102B,CIV/BIBLICAL REVELATION,3,32,MWF,13:00:00,13:50:00,"Moeller, Julie",
HUMA102C,CIV/BIBLICAL REVELATION,3,32,TR,8:00:00,9:15:00,"Campbell, George",
HUMA102D,CIV/BIBLICAL REVELATION,3,32,TR,10:05:00,11:20:00,"Campbell, George",
HUMA102E,CIV/BIBLICAL REVELATION,3,32,TR,13:00:00,14:15:00,"Shepson, Donald",
HUMA102F,CIV/BIBLICAL REVELATION,3,32,TR,14:30:00,15:45:00,"Shepson, Donald",
HUMA102G,CIV/BIBLICAL REVELATION,3,32,TR,10:05:00,11:20:00,"Campbell, George",
HUMA102H,CIV/BIBLICAL REVELATION,3,32,TR,13:00:00,14:15:00,"Shepson, Donald",
HUMA102O,CIV/BIBLICAL REVELATION,3,25,,,,"Shepson, Donald",
HUMA200A,WESTERN CIV: FOUNDATIONS,3,32,MWF,11:00:00,11:50:00,"Baker, Elizabeth",HUMA 102; WRIT 101
HUMA200B,WESTERN CIV: FOUNDATIONS,3,32,MWF,13:00:00,13:50:00,"Coulter, Michael",HUMA 102; WRIT 101
HUMA200C,WESTERN CIV: FOUNDATIONS,3,32,MWF,14:00:00,14:50:00,"Mitchell, Andrew",HUMA 102; WRIT 101
HUMA200D,WESTERN CIV: FOUNDATIONS,3,32,MWF,15:00:00,15:50:00,"Baker, Elizabeth",HUMA 102; WRIT 101
HUMA200E,WESTERN CIV: FOUNDATIONS,3,32,TR,8:00:00,9:15:00,"Graham, Mark",HUMA 102; WRIT 101
HUMA200F,WESTERN CIV: FOUNDATIONS,3,32,TR,13:00:00,14:15:00,"Edwards, Jason",HUMA 102; WRIT 101
HUMA200G,WESTERN CIV: FOUNDATIONS,3,0,TR,8:00:00,9:15:00,"Harp, Gillis",
HUMA200H,WESTERN CIV: FOUNDATIONS,3,32,TR,10:05:00,11:20:00,"Harp, Gillis",HUMA 102; WRIT 101
HUMA200I,WESTERN CIV: FOUNDATIONS,3,32,TR,13:00:00,14:15:00,"Edwards, Jason",HUMA 102; WRIT 101
HUMA202A,CIV/LITERATURE,3,30,MWF,11:00:00,11:50:00,"Waha, Kristen",
HUMA202B,CIV/LITERATURE,3,30,MWF,12:00:00,12:50:00,"Loretto, Adam",
HUMA202C,CIV/LITERATURE,3,30,MWF,14:00:00,14:50:00,"Waha, Kristen",
HUMA202D,CIV/LITERATURE,3,32,TR,13:00:00,14:15:00,"Brown, Janice",
HUMA202E,CIV/LITERATURE,3,30,TR,8:00:00,9:15:00,"Harvey, Andrew",
HUMA202F,CIV/LITERATURE,3,30,TR,10:05:00,11:20:00,"Harvey, Andrew",
HUMA202G,CIV/LITERATURE,3,30,TR,10:05:00,11:20:00,"Barbour, Kristin",
HUMA202H,CIV/LITERATURE,3,30,TR,13:00:00,14:15:00,"Barbour, Kristin",
HUMA202I,CIV/LITERATURE,3,32,TR,14:30:00,15:45:00,"Loretto, Adam",
HUMA301A,CIV/THE ARTS,3,35,TR,13:00:00,14:15:00,"Huebert, Melva",
HUMA301B,CIV/THE ARTS,3,35,MWF,9:00:00,9:50:00,"Carter, Beverly",
HUMA301C,CIV/THE ARTS,3,35,MWF,10:00:00,10:50:00,"Carter, Beverly",
HUMA301D,CIV/THE ARTS,3,35,MWF,11:00:00,11:50:00,"Carter, Beverly",
HUMA301E,CIV/THE ARTS,3,35,MW,16:00:00,17:15:00,"Munson, Paul",
HUMA301F,CIV/THE ARTS,3,35,TR,11:30:00,12:45:00,"Munson, Paul",
HUMA301G,CIV/THE ARTS,3,35,TR,14:30:00,15:45:00,"Munson, Paul",
HUMA303A,CHRISTIANITY AND CIVILIZATION,3,30,MWF,10:00:00,10:50:00,"Trueman, Carl",HUMA 200; 202 OR 301
HUMA303B,CHRISTIANITY AND CIVILIZATION,3,30,TR,10:05:00,11:20:00,"Schaefer, Paul",HUMA 200; 202 OR 301
HUMA303C,CHRISTIANITY AND CIVILIZATION,3,30,TR,11:30:00,12:45:00,"Schaefer, Paul",HUMA 200; 202 OR 301
HUMA303D,CHRISTIANITY AND CIVILIZATION,3,30,TR,13:00:00,14:15:00,"Gordon, Thomas",HUMA 200; 202 OR 301
HUMA303E,CHRISTIANITY AND CIVILIZATION,3,30,TR,14:30:00,15:45:00,"Gordon, Thomas",HUMA 200; 202 OR 301
HUMA303F,CHRISTIANITY AND CIVILIZATION,3,30,TR,11:30:00,12:45:00,"Gordon, Thomas",HUMA 200; 202 OR 301
HUMA303G,CHRISTIANITY AND CIVILIZATION,3,0,TR,11:30:00,12:45:00,"West, Ryan",
HUMA303H,CHRISTIANITY AND CIVILIZATION,3,30,TR,13:00:00,14:15:00,"Schaefer, Paul",HUMA 200; 202 OR 301
HUMA303I,CHRISTIANITY AND CIVILIZATION,3,30,TR,14:30:00,15:45:00,"Schaefer, Paul",HUMA 200; 202 OR 301
HUMA303T,CHRISTIANITY AND CIVILIZATION,3,0,,,,"Byun, Seulgi",
INBS305A,GLOBAL BUSINESS ISSUES,3,25,MWF,8:00:00,8:50:00,"Markley, Andrew",
INBS305B,GLOBAL BUSINESS ISSUES,3,25,MWF,11:00:00,11:50:00,"Butler, David",
INBS305C,GLOBAL BUSINESS ISSUES,3,25,MWF,14:00:00,14:50:00,"Butler, David",
INBS417A,GLOBAL SUPPLY CHAINS,3,16,TR,13:00:00,14:15:00,"Butler, David",INBS 305
INBS445A,INTERNATIONAL TRADE,3,30,MWF,9:00:00,9:50:00,"Markley, Andrew",INBS 305
LATN101A,ELEMENTARY LATIN I,3,20,MWF,9:00:00,9:50:00,"Graham, Mark",
LATN102A,ELEMENTARY LATIN II,3,20,MWF,9:00:00,9:50:00,"Graham, Mark",LATN 101
MARK204A,PRINCIPLES OF MARKETING,3,35,MWF,11:00:00,11:50:00,"Havrilla, Laura",
MARK204B,PRINCIPLES OF MARKETING,3,35,MWF,13:00:00,13:50:00,"Havrilla, Laura",
MARK204C,PRINCIPLES OF MARKETING,3,35,MWF,14:00:00,14:50:00,"Powell, Scott",
MARK204D,PRINCIPLES OF MARKETING,3,35,MWF,15:00:00,15:50:00,"Powell, Scott",
MARK315A,DIGITAL MARKETING,3,30,TR,10:05:00,11:20:00,"Kocur, Richard",MARK 204
MARK315B,DIGITAL MARKETING,3,30,TR,8:00:00,9:15:00,"Kocur, Richard",MARK 204
MARK328A,CONTENT MARKETING,3,10,MWF,13:00:00,13:50:00,"Sweet, Timothy",CL ENTR 328
MARK330A,SEARCH ENGINE OPTIMIZATION,3,8,MWF,10:00:00,10:50:00,"Sweet, Timothy",CL ENTR 330
MARK411A,MARKETING RESEARCH,3,20,TR,11:30:00,12:45:00,"Havrilla, Laura",MNGT 201; MARK 204
MARK411B,MARKETING RESEARCH,3,20,TR,13:00:00,14:15:00,"Havrilla, Laura",MNGT 201; MARK 204
MARK412A,RETAIL MANAGEMENT,3,30,MWF,11:00:00,11:50:00,"Powell, Scott",MARK 204; 
MARK414A,SALES,3,20,TR,11:30:00,12:45:00,"Kocur, Richard",MARK 204
MARK415A,STRATEGIC MARKETING,3,15,TR,10:05:00,11:20:00,"Havrilla, Laura",MARK 204; .
MARK415B,STRATEGIC MARKETING,3,15,TR,13:00:00,14:15:00,"Havrilla, Laura",MARK 204; .
MARK419A,CONSUMER BEHAVIOR,3,25,TR,10:05:00,11:20:00,"Powell, Scott",MARK 204; 
MARK419B,CONSUMER BEHAVIOR,3,25,TR,11:30:00,12:45:00,"Powell, Scott",MARK 204; 
MARK420A,ADVERTISING,3,25,TR,10:05:00,11:20:00,"Powell, Scott",MARK 204; 
MARK420B,ADVERTISING,3,25,TR,11:30:00,12:45:00,"Powell, Scott",MARK 204; 
MATH110A,COLLEGE ALGEBRA,3,25,TR,11:30:00,12:45:00,"McIntyre, Dale",
MATH110O,COLLEGE ALGEBRA,3,25,,,,"Flanders, Steven",
MATH111A,PRE CALCULUS,3,30,MWF,15:00:00,15:50:00,"Bonomo, Kelleen",
MATH111B,PRE CALCULUS,3,35,MWF,14:00:00,14:50:00,"Smith, Ethan",
MATH111O,PRE CALCULUS,3,25,,,,"Flanders, Steven",
MATH118A,FINITE MATH,3,25,TR,13:00:00,14:15:00,"McIntyre, Dale",
MATH118B,FINITE MATH,3,25,TR,14:30:00,15:45:00,"McIntyre, Dale",
MATH119A,TOPICS IN CONTEMPORARY MATHEMATICS,3,35,TR,13:00:00,14:15:00,"Bonomo, Kelleen",
MATH141A,BUSINESS CALCULUS,4,30,MWF,11:00:00,11:50:00,"Drai, Remi",
MATH141B,BUSINESS CALCULUS,4,30,MWF,12:00:00,12:50:00,"Drai, Remi",
MATH141C,BUSINESS CALCULUS,4,35,MWF,14:00:00,14:50:00,"Bonomo, Kelleen",
MATH151A,SURVEY MATHEMATICS I,3,30,MWF,11:00:00,11:50:00,"Bonomo, Kelleen",
MATH151B,SURVEY MATHEMATICS I,3,30,MWF,12:00:00,12:50:00,"Bonomo, Kelleen",
MATH152A,SURVEY MATHEMATICS II,3,35,MWF,11:00:00,11:50:00,"Bonomo, Kelleen",
MATH152B,SURVEY MATHEMATICS II,3,35,MWF,12:00:00,12:50:00,"Bonomo, Kelleen",
MATH161A,CALCULUS I,4,30,MWF,8:00:00,8:50:00,"Bancroft, Eric",
MATH161B,CALCULUS I,4,30,MWRF,13:00:00,13:50:00,"Flanders, Steven",
MATH161C,CALCULUS I,4,30,MWF,10:00:00,10:50:00,"Thompson, Gary",
MATH161D,CALCULUS I,4,30,MWF,12:00:00,12:50:00,"Flanders, Steven",
MATH161E,CALCULUS I,4,30,MTWF,13:00:00,13:50:00,"Flanders, Steven",
MATH161O,CALCULUS I,4,25,,,,"Jackson, Michael",
MATH162A,CALCULUS II,4,25,MTWF,9:00:00,9:50:00,"Jackson, Michael",MATH 161
MATH162B,CALCULUS II,4,28,MWRF,10:00:00,10:50:00,"Flanders, Steven",MATH 161
MATH162C,CALCULUS II,4,28,MWRF,11:00:00,11:50:00,"Thompson, Gary",MATH 161
MATH162D,CALCULUS II,4,28,MWRF,12:00:00,12:50:00,"Thompson, Gary",MATH 161
MATH162O,CALCULUS II,4,25,,,,"Jackson, Michael",MATH 161
MATH201A,STATISTICAL METHODS,3,30,MWF,10:00:00,10:50:00,"Flanders, Steven",
MATH210A,COMBINATORICS,3,18,TR,13:00:00,14:15:00,"Smith, Ethan",CR: MATH 162
MATH210B,COMBINATORICS,3,18,TR,14:30:00,15:45:00,"Smith, Ethan",CR: MATH 162
MATH213A,DISCRETE MATH/COMP SCI,4,23,MWRF,12:00:00,12:50:00,"Bancroft, Eric",CR: MATH 162
MATH213B,DISCRETE MATH/COMP SCI,4,23,MTWF,13:00:00,13:50:00,"Bancroft, Eric",CR: MATH 162
MATH214A,APPLIED PROBABLITY AND LINEAR ALG,4,16,MTWF,13:00:00,13:50:00,"Bancroft, Eric",MATH 162
MATH214B,APPLIED PROBABLITY AND LINEAR ALG,4,16,MTWF,15:00:00,15:50:00,"Bancroft, Eric",MATH 162
MATH222A,LINEAR ALGEBRA,4,30,MTWF,10:00:00,10:50:00,"Jackson, Michael",MATH 162
MATH222B,LINEAR ALGEBRA,4,30,MTWF,11:00:00,11:50:00,"Jackson, Michael",MATH 162
MATH230A,SURVEY OF MATHEMATICS III,3,20,TR,11:30:00,12:45:00,"Bonomo, Kelleen",MATH 152
MATH232A,FINANCIAL MATHEMATICS,3,15,MWF,15:00:00,15:50:00,"Drai, Remi","ACT 201, MAT 141; CR FNC 301"
MATH261A,CALCULUS III,4,30,MTWF,12:00:00,12:50:00,"Smith, Ethan",MATH 162
MATH261B,CALCULUS III,4,30,MWRF,10:00:00,10:50:00,"Smith, Ethan",MATH 162
MATH261C,CALCULUS III,4,30,MTWF,11:00:00,11:50:00,"McIntyre, Dale",MATH 162
MATH262A,DIFFERENTIAL EQUATIONS,3,31,MWF,10:00:00,10:50:00,"McIntyre, Dale",MATH 162
MATH262B,DIFFERENTIAL EQUATIONS,3,35,MWF,11:00:00,11:50:00,"McIntyre, Dale",MATH 162
MATH262C,DIFFERENTIAL EQUATIONS,3,35,MWF,13:00:00,13:50:00,"Jackson, Michael",MATH 162
MATH263A,NUMERICAL DIFFERENTIAL EQUATIONS,1,16,R,13:00:00,13:50:00,"Smith, Ethan",PR MATH 262
MATH303A,COLLEGE GEOMETRY,3,20,MWF,13:00:00,13:50:00,"McIntyre, Dale",MATH 222-MATH SEC ED PRIORITY
MATH305A,PUTNAM PROBLEM GROUP,1,25,R,16:00:00,16:50:00,"Thompson, Gary",MATH 162
MATH305B,PUTNAM PROBLEM GROUP,1,0,R,15:00:00,15:50:00,"Thompson, Gary",MATH 162
MATH306A,ACTUARIAL MATHEMATICS,1,25,,,,"Drai, Remi",CR MATH 332
MATH331A,THEORY STATISTICS I,3,30,TR,14:30:00,15:45:00,"Drai, Remi",MATH 261
MATH332A,THEORY STATISTICS II,3,20,TR,11:30:00,12:45:00,"Drai, Remi",MATH 331
MATH365A,COMPLEX VARIABLES,3,20,MWF,14:00:00,14:50:00,"Thompson, Gary",MATH 261
MATH421A,ABSTRACT ALGEBRA,3,20,MWF,9:00:00,9:50:00,"Smith, Ethan",PR MATH 210 OR MATH 213; MATH 222
MATH465A,CLASSICAL ANALYSIS,3,20,MWF,13:00:00,13:50:00,"McIntyre, Dale",MATH 210 OR MATH 213;MATH 261
MATH488A,SEMINAR IN MATHEMATICS,2,15,MW,15:00:00,15:50:00,"Thompson, Gary",
MECE107A,ENGINEERING GRAPHICS,2,25,MW,11:00:00,11:50:00,"Dixon, John",
MECE107B,ENGINEERING GRAPHICS,2,25,TR,10:30:00,11:20:00,"Dixon, John",
MECE107C,ENGINEERING GRAPHICS,2,25,TR,11:30:00,12:20:00,"Dixon, John",
MECE107O,ENGINEERING GRAPHICS,2,25,,,,"Dixon, John",
MECE109A,INTRODUCTION TO SOLID MODELING,2,25,MW,8:00:00,8:50:00,"Archibald, C",
MECE109B,INTRODUCTION TO SOLID MODELING,2,25,MW,9:00:00,9:50:00,"Archibald, C",
MECE109C,INTRODUCTION TO SOLID MODELING,2,25,MW,13:00:00,13:50:00,"Archibald, C",
MECE120A,NUMERICAL COMPUTING FOR MECH ENGR,3,38,MWF,13:00:00,13:50:00,"Mohr, Timothy",CR MA161; PHY101
MECE120B,NUMERICAL COMPUTING FOR MECH ENGR,3,35,MWF,11:00:00,11:50:00,"Dixon, John",CR MATH 161; PHYS 101
MECE120O,NUMERICAL COMPUTING FOR MECH ENGR,3,25,,,,"Dixon, John",
MECE201A,FUNDAMENTALS OF MATERIALS SCIENCE,3,32,TR,8:00:00,9:15:00,"Fair, Mark",CHEM 105
MECE201B,FUNDAMENTALS OF MATERIALS SCIENCE,3,32,TR,10:05:00,11:20:00,"Fair, Mark",CHEM 105
MECE210A,DESIGN FOR MANUFACTURING,3,33,,8:00:00,8:50:00,"Archibald, C",
MECE210B,DESIGN FOR MANUFACTURING,3,33,MWRF,9:00:00,9:50:00,"Archibald, C",MECE 107; 109; 201
MECE211A,MECHANICS I,3,32,MWF,8:00:00,8:50:00,"Clauss, Michelle",PHYS 101; MATH 162
MECE211B,MECHANICS I,3,32,MWF,9:00:00,9:50:00,"Fair, Mark",PHYS 101; MATH 162
MECE212A,MECHANICS II,3,21,TR,8:00:00,9:15:00,"Clauss, Michelle",MECE 211
MECE212B,MECHANICS II,3,21,TR,10:05:00,11:20:00,"Clauss, Michelle",MECE 211
MECE214A,THERMODYNAMICS,3,33,MWF,9:00:00,9:50:00,"Bardy, Erik",MATH 162
MECE214B,THERMODYNAMICS,3,33,MWF,10:00:00,10:50:00,"Bardy, Erik",MATH 162
MECE251L,MECHANICAL SYSTEMS LAB I,1,9,M,14:00:00,16:50:00,"Henley, Karastin",
MECE251M,MECHANICAL SYSTEMS LAB I,1,9,M,18:30:00,21:20:00,"Henley, Karastin",
MECE251N,MECHANICAL SYSTEMS LAB I,1,10,T,14:00:00,16:50:00,"Richards, George",
MECE251O,MECHANICAL SYSTEMS LAB I,1,9,R,14:00:00,16:50:00,"Henley, Karastin",
MECE251P,MECHANICAL SYSTEMS LAB I,1,9,T,18:30:00,21:20:00,"Henley, Karastin",
MECE251Q,MECHANICAL SYSTEMS LAB I,1,10,W,14:00:00,16:50:00,"Richards, George",
MECE251R,MECHANICAL SYSTEMS LAB I,1,9,W,18:30:00,21:20:00,"Henley, Karastin",
MECE252L,MECHANICAL SYSTEMS LAB II,1,16,M,14:00:00,16:50:00,"Richards, George",MECE 251 
MECE252M,MECHANICAL SYSTEMS LAB II,1,16,T,14:00:00,16:50:00,"Richards, George",MECE 251  
MECE252N,MECHANICAL SYSTEMS LAB II,1,16,W,14:00:00,16:50:00,"Richards, George",MECE 251 
MECE304A,DESIGN OF EXPERIMENTS,1,25,W,11:00:00,11:50:00,"Ulrich, Vernon",
MECE305A,INTRODUCTION TO LABVIEW,1,18,M,11:00:00,11:50:00,"Allison, Blair",MECE 120 OR instructor permiss
MECE311A,MECHANICS OF MATERIALS,3,30,TR,10:05:00,11:20:00,"Archibald, C",MECE 210; 212; MATH 262
MECE311C,MECHANICS OF MATERIALS,3,30,TR,8:00:00,9:15:00,"Archibald, C",MECE 210; 212; MATH 262
MECE312A,STRESS ANLY/DSGN MACH COMPONENTS,3,30,MWF,9:00:00,9:50:00,"Ulrich, Vernon",MECE 311
MECE312B,STRESS ANLY/DSGN MACH COMPONENTS,3,30,MWF,10:00:00,10:50:00,"Ulrich, Vernon",MECE 311
MECE316A,SYSTEM DYNAMICS,3,30,TR,8:00:00,9:15:00,"Allison, Blair",MATH 262; MECE 212
MECE316B,SYSTEM DYNAMICS,3,30,TR,10:05:00,11:20:00,"Allison, Blair",MATH 262; MECE 212
MECE321A,ADVANCED THERMODYNAMICS,3,25,MWF,13:00:00,13:50:00,"Richards, George",MATH 261; MECE 214
MECE325A,FLUID MECHANICS,3,30,TR,8:00:00,9:15:00,"Clauss, Michelle","MATH261/262, MECE 211orPH 303or121"
MECE325C,FLUID MECHANICS,3,30,TR,10:05:00,11:20:00,"Clauss, Michelle","MATH261/262, MECE 211orPH 303or121"
MECE326A,HEAT TRANSFER,3,30,MWF,8:00:00,8:50:00,"Fair, Mark",MECE 214 AND 325
MECE326B,HEAT TRANSFER,3,30,MWF,9:00:00,9:50:00,"Fair, Mark",MECE 214 AND 325
MECE351L,INSTRUMENTATION LABORATORY,1,15,M,14:00:00,16:50:00,"Bardy, Erik",MECE 252 
MECE351M,INSTRUMENTATION LABORATORY,1,15,T,14:00:00,16:50:00,"Bardy, Erik",MECE 252  
MECE351N,INSTRUMENTATION LABORATORY,1,15,W,14:00:00,16:50:00,"Dixon, John",MECE 252 
MECE351O,INSTRUMENTATION LABORATORY,1,15,R,14:00:00,16:50:00,"Anderson, Erik",
MECE352L,THERMAL/FLUIDS LABORATORY,1,15,T,13:00:00,14:50:00,"Fair, Mark",CR:MECE 326   
MECE352M,THERMAL/FLUIDS LABORATORY,1,15,R,13:00:00,14:50:00,"Dixon, John",CR:MECE 326   
MECE352N,THERMAL/FLUIDS LABORATORY,1,15,R,15:00:00,16:50:00,"Dixon, John",CR:MECE 326   
MECE352O,THERMAL/FLUIDS LABORATORY,1,15,T,15:00:00,16:50:00,"Fair, Mark",CR:MECE 326   
MECE391A,STUDY: INTERNAL COMBUSTION ENGINES,1,25,F,11:00:00,11:50:00,"Dixon, John",MECE 120; 214
MECE391B,STUDY: PROPULSION & POWER,3,25,MWF,12:00:00,12:50:00,"Richards, George",MECE 214; 325; 326
MECE401A,CAPSTONE DESIGN I,3,60,TR,10:05:00,11:20:00,"Ulrich, Vernon",SR STATUS
MECE407A,CONTROL SYSTEMS,3,25,TR,8:00:00,9:15:00,"Allison, Blair",
MECE410A,KINEMATICS/DYNAMICS OF MACHINERY,3,25,TR,8:00:00,9:15:00,"Archibald, C",
MECE414A,HEATING/VENT/AIR COND,3,25,MWF,8:00:00,8:50:00,"Bardy, Erik",MECE 326
MECE415A,FINITE ELEMENT ANALYSIS,3,25,MWF,9:00:00,9:50:00,"Ulrich, Vernon",ENGR 274; MECE 312; MECE 326
MECE416A,SURVEY OF RENEWABLE ENERGY SYSTEMS,3,28,TR,10:05:00,11:20:00,"Bardy, Erik",MECE 326
MECE418A,HUMAN-POWERED VEHICLE DESIGN,3,15,MW,13:00:00,13:50:00,"Archibald, C",CR MECE 311; MECE 325
MECE418L,LABORATORY,0,15,F,13:00:00,14:50:00,"Archibald, C",
MECE421A,APPLIED FLUID MECHANICS,3,25,MWF,10:00:00,10:50:00,"Anderson, Erik",MECE 326
MECE451M,CAPSTONE DESIGN LABORATORY I,1,0,R,15:00:00,15:59:00,"Ulrich, Vernon",MECE 352
MECE451N,CAPSTONE DESIGN LABORATORY I,1,0,MR,14:00:00,14:59:00,"Ulrich, Vernon",MECE 352
MECE451O,CAPSTONE DESIGN LABORATORY I,1,0,R,11:30:00,12:29:00,"Ulrich, Vernon",MECE 352
MECE451R,CAPSTONE DESIGN LABORATORY I,1,0,MR,15:00:00,15:59:00,"Dixon, John",MECE 352
MECE451S,CAPSTONE DESIGN LABORATORY I,1,0,MF,12:00:00,12:59:00,"Richards, George",MECE 352
MECE452M,CAPSTONE DESIGN LABORATORY II,3,0,TR,16:00:00,17:00:00,"Ulrich, Vernon",MECE 451
MECE452N,CAPSTONE DESIGN LABORATORY II,3,0,MR,15:00:00,16:00:00,"Ulrich, Vernon",MECE 451
MECE452O,CAPSTONE DESIGN LABORATORY II,3,0,M,14:00:00,15:00:00,"Ulrich, Vernon",MECE 451
MECE452R,CAPSTONE DESIGN LABORATORY II,3,0,MF,15:00:00,16:00:00,"Dixon, John",MECE 451
MECE452S,CAPSTONE DESIGN LABORATORY II,3,0,TR,11:30:00,12:30:00,"Richards, George",MECE 451
MNGT106O,FUNDAMENTALS OF BUSINESS,3,25,,,,"Crute, Christy",
MNGT110A,EXCEL,3,35,,,,"Miller, Jennifer",
MNGT120A,ADVANCED EXCEL,3,25,,,,"Miller, Jennifer",MNGT 110
MNGT201A,BUSINESS STATISTICS,3,35,MWF,8:00:00,8:50:00,"Smith, John",
MNGT201B,BUSINESS STATISTICS,3,35,MWF,9:00:00,9:50:00,"Smith, John",
MNGT201O,BUSINESS STATISTICS,3,25,,,,"Smith, John",
MNGT202A,ADVANCED BUSINESS STATISTICS,3,20,TR,13:00:00,14:15:00,"Smith, John",MNGT 201
MNGT203A,PRINCIPLES OF MANAGEMENT,3,30,MWF,11:00:00,11:50:00,"Carson, Kenneth",
MNGT203B,PRINCIPLES OF MANAGEMENT,3,30,MWF,12:00:00,12:50:00,"Carson, Kenneth",
MNGT203O,PRINCIPLES OF MANAGEMENT,3,25,,,,"Carson, Kenneth",
MNGT204A,OPERATIONS MANAGEMENT,3,25,MWF,10:00:00,10:50:00,"Smith, John",MNGT 201
MNGT211A,BUSINESS COMPUTER APPLICATIONS,3,28,MWF,13:00:00,13:50:00,"DiStasi, Vincent",
MNGT211B,BUSINESS COMPUTER APPLICATIONS,3,28,MWF,14:00:00,14:50:00,"DiStasi, Vincent",
MNGT214A,"BUSINESS, ETHICS, & SOCIETY",3,25,MWF,8:00:00,8:50:00,"Biddle, Wayne",
MNGT214B,"BUSINESS, ETHICS, & SOCIETY",3,25,MWF,9:00:00,9:50:00,"Biddle, Wayne",
MNGT302A,LEAN MANAGEMENT,3,30,TR,8:00:00,9:15:00,"Smith, John",
MNGT303A,BUSINESS LAW,3,20,TR,11:30:00,12:45:00,"Lewis, Cedric",
MNGT303B,BUSINESS LAW,3,30,TR,14:30:00,15:45:00,"Markley, Andrew",
MNGT303C,BUSINESS LAW,3,20,TR,14:30:00,15:45:00,"Markley, Andrew",
MNGT304A,LEGAL ENVIRONMENT OF BUSINESS,3,25,MWF,8:00:00,8:50:00,"Markley, Andrew",MNGT 303 OR ENTR 303
MNGT307A,PROJECT TEAMS AND LEADERSHIP,3,28,MWF,10:00:00,10:50:00,"Smith, John",
MNGT310A,BUSINESS DASHBOARDING,3,25,,,,"Miller, Ryan",MNGT 202; CR ACCT 202; MARK
MNGT311A,NEGOTIATION,3,16,TR,11:30:00,12:45:00,"Butler, David",
MNGT312A,PRINCIPLES OF SPORTS MGT/MKT,3,25,M,18:30:00,21:00:00,"Gibson, Todd",
MNGT313A,SPORT/EVENT MGT PRACTICUM,2,10,,,,"Gibson, Todd",
MNGT313B,SPORT/EVENT MGT PRACTICUM,3,10,,,,"Gibson, Todd",
MNGT325A,MANAGERIAL PERSPECTIVES BUSA ANALYS,3,30,TR,11:30:00,12:45:00,"Kocur, Richard",
MNGT326A,INTRO TO THE BUSINESS OF MUSIC,3,15,TR,14:30:00,15:45:00,"Lewis, Cedric",CL MNGT 326; MUSI 326
MNGT390A,EMPLOYEE BENEFITS AND COMPENSATION,3,20,TR,11:30:00,12:45:00,"Biddle, Wayne",MNGT 457
MNGT424A,SUPPLY CHAIN MANAGEMENT,3,20,TR,14:30:00,15:45:00,"Butler, David",MNGT 201; CL ENTR 424
